title;paperId;doi;authors;publisher;topics;fields_of_study;year
NAUTILUS: Fishing for Deep Bugs with Grammars.;d610be355072e52b72cddd9f8e2f9f188007d550;10.14722/ndss.2019.23412;C. Aschermann,Tommaso Frassetto,Thorsten Holz,Patrick Jauernig,A. Sadeghi,D. Teuchert;NDSS ;Software bug,Code coverage,PHP,Lua,mruby,Microsoft Edge,Context-free grammar,JavaScript engine,Context-free language,Parsing,Experiment,Correctness (computer science),Precipitating Factors,Awards,PersonNameUse - assigned,american fuzzy lop,Checking (action),Execution,Nautilus,executing - QueryStatusCode,Mutation;Computer Science;2019
Analyzing Semantic Correctness with Symbolic Execution: A Case Study on PKCS#1 v1.5 Signature Verification.;ba1e1af274581801a11921377decc39490a8ea07;10.14722/ndss.2019.23430;Sze Yiu Chau,Moosa Yahyazadeh,Omar Chowdhury,Aniket Kate,Ninghui Li;NDSS ;Symbolic execution,Correctness (computer science),Test case,Concolic testing,PKCS,Verification of Theories,Open-source software,CPT (file format),Denial-of-service attack,Adaptive chosen-ciphertext attack,High- and low-level,Antivirus software,National origin,Source Code,Extraction,Mental Suffering,Morphologic artifacts,PersonNameUse - assigned,format,Denial (Psychology);Computer Science;2019
Send Hardest Problems My Way: Probabilistic Path Prioritization for Hybrid Fuzzing.;8ba39103cf0833fa3e37d7c442bc2f21e6d5ce46;10.14722/ndss.2019.23504;Lei Zhao,Yue Duan,Heng Yin,J. Xuan;NDSS ;Concolic testing,Code coverage,Driller,Prototype,Sampling (signal processing),Monte Carlo method,Dynamic dispatch,Vulnerability (computing),Discriminative model;Computer Science;2019
Measuring the Facebook Advertising Ecosystem.;054d87ef2d1aeb715a68a0fe929e5ffa2bbb2932;10.14722/NDSS.2019.23280;Athanasios Andreou,Márcio Silva,Fabrício Benevenuto,Oana Goga,P. Loiseau,A. Mislove;NDSS ;Browser extension,Social media,Personally identifiable information,Ecosystem,Social network,Timeline,Browsing,Niche blogging,Privacy,Ambiguous name resolution,IBM Notes;Computer Science;2019
We Value Your Privacy ... Now Take Some Cookies: Measuring the GDPR's Impact on Web Privacy.;82738645b2118d0f8b9e4241c319ab1bb4e1adc5;10.14722/ndss.2019.23378;Martin Degeling,Christine Utz,Christopher Lentzsch,Henry Hosseini,F. Schaub,Thorsten Holz;NDSS ;General Data Protection Regulation,Privacy policy,Personally identifiable information,Same-origin policy,Requirement,Internet security,Categorization,Extreme value theory;Computer Science,Business;2019
How Bad Can It Git? Characterizing Secret Leakage in Public GitHub Repositories.;e43b9221f62b9075357dc53ec3d1edf4d856a38c;10.14722/ndss.2019.23418;Michael Meli,Matthew R. McNiece,Bradley Reaves;NDSS ;Spectral leakage,Application programming interface key,Authentication,Open-source software,Public-key cryptography,Error-tolerant design,Real-time transcription,Snapshot (computer storage),Pervasive informatics,Key (cryptography);Computer Science;2019
DNS Cache-Based User Tracking.;63ac36de7f805076bf538c0c4690784fd4637ef2;10.14722/ndss.2019.23186;Amit Klein,Benny Pinkas;NDSS ;;Computer Science;2019
Quantity vs. Quality: Evaluating User Interest Profiles Using Ad Preference Managers.;85f28d9df6dd89e6915adc11f3262c43b9d3c5db;10.14722/ndss.2019.23392;M. Bashir,U. Farooq,Maryam Shahid,Muhammad Fareed Zaffar,Christo Wilson;NDSS ;Browser extension,Online advertising,Privacy,Correctness (computer science),ASEA IRB;Computer Science;2019
Thunderclap: Exploring Vulnerabilities in Operating System IOMMU Protection via DMA from Untrustworthy Peripherals.;10622c4d8319409f55c08a114446e46fb2a365be;10.17863/CAM.35771;A. T. Markettos,Colin Rothwell,B. F. Gutstein,Allison Pearce,P. Neumann,S. Moore,R. Watson;NDSS ;Input–output memory management unit,Operating system,Peripheral,Direct memory access,FreeBSD,Thunderbolt (interface),USB,Plaintext,Input/output,Memory protection,Control flow,Shared memory,macOS,Commodity computing,Physical access,Open-source software,Interaction,Information privacy,Movie projector,Microsoft Windows,Field-programmable gate array,Linux,Virtual private network;Computer Science;2019
One Engine To Serve 'em All: Inferring Taint Rules Without Architectural Semantics.;909f5472713158613f97e10357c69a24cd7e428d;10.14722/ndss.2019.23339;Zheng Leong Chua,Yanhao Wang,Teodora Baluta,P. Saxena,Zhenkai Liang,Purui Su;NDSS ;Taint checking,ARM architecture,X86,Inductive reasoning,Cross-reference,Industry Standard Architecture,Documentation,Correctness (computer science),Bit-level parallelism,Emulator,Software propagation,Microsoft Windows,Binary file,Software bug,X86-64,Linux,Rule 110;Computer Science;2019
Automating Patching of Vulnerable Open-Source Software Versions in Application Binaries.;9dddb7eb2d83ee094be3eebd9903df08b743aad7;10.14722/ndss.2019.23126;Ruian Duan,Ashish Bijlani,Yang Ji,Omar Alrawi,Yiyuan Xiong,Moses Ike,Brendan Saltaformaggio,Wenke Lee;NDSS ;Open-source software,OpenSSL,FFmpeg,Mobile app,Software versioning,Library (computing),Patch (computing),Binary code,Function-level programming,In-memory database,Application-specific instruction set processor,Open Sound System,Android;Computer Science;2019
CRCount: Pointer Invalidation with Reference Counting to Mitigate Use-after-free in Legacy C/C++.;6ef4bc3251c7e506f45ce3575fd47666b4c125ba;10.14722/ndss.2019.23541;Jangseop Shin,Donghyun Kwon,Jiwon Seo,Yeongpil Cho,Y. Paek;NDSS ;Reference counting,Pointer (computer programming),Dangling pointer,C++,Footprinting,Overhead (computing),Spec#,Legacy code,Problem solving,Experiment,Algorithm,Vulnerability (computing),Explicit substitution;Computer Science;2019
CodeAlchemist: Semantics-Aware Code Generation to Find Vulnerabilities in JavaScript Engines.;c2a6a4b6be2dabfcae7e17f2b02b6b29e03a8277;10.14722/ndss.2019.23263;HyungSeok Han,DongHyeon Oh,S. Cha;NDSS ;JavaScript engine,Test case,Run time (program lifecycle phase),Interface description language,Language model,Algorithm,Context-free grammar,Context-free language,Test automation,Type system;Computer Science;2019
Oligo-Snoop: A Non-Invasive Side Channel Attack Against DNA Synthesis Machines.;12c57abea8999327e34361567e5a82d8f98ca368;10.14722/ndss.2019.23544;Sina Faezi,Sujit Rokka Chhetri,A. Malawade,J. Chaput,W. H. Grover,P. Brisk,M. A. Faruque;NDSS ;Microphone,Synthetic biology,OLIGO Primer Analysis Software,snoop,Confidentiality,Side-channel attack,Acoustic cryptanalysis;Computer Science;2019
Profit: Detecting and Quantifying Side Channels in Networked Applications.;f39d000563f195672efc9cb954118bc0b876351f;10.14722/ndss.2019.23536;Nicolás Rosner,Ismet Burak Kadron,Lucas Bang,T. Bultan;NDSS ;Spectral leakage,Information leakage,Tracing (software),Kernel density estimation,Network packet,Feature vector,Side-channel attack,Sensor,Feature extraction,Feature selection,Transport Layer Security,Lempel–Ziv–Stac,MAFFT,Experiment,Network traffic control,Computation,Black box,Authorization,Encryption,Benchmark (computing);Computer Science;2019
Unveiling your keystrokes: A Cache-based Side-channel Attack on Graphics Libraries.;8e0881c11a1a66366a1077ceb127a61308ed2518;10.14722/ndss.2019.23221;Daimeng Wang,Ajaya Neupane,Zhiyun Qian,N. Abu-Ghazaleh,S. Krishnamurthy,E. Colbert,Paul L. Yu;NDSS ;Library (computing),Event (computing),Machine learning,CPU cache,Shared memory,Side-channel attack,Information sensitivity,Cache (computing),Android,Exploit (computer security),Information leakage,Run time (program lifecycle phase),Password,Spectral leakage,Online and offline,Tracing (software),Central processing unit,Desktop computer,Allocate-on-flush,Graphics library;Computer Science;2019
Data Oblivious ISA Extensions for Side Channel-Resistant and High Performance Computing.;053838277d18d806ffa1e9f9b4c06dd1efa6c7db;10.14722/ndss.2019.23061;Jiyong Yu,Lucas Hsiung,Mohamad El Hajj,Christopher W. Fletcher;NDSS ;Speculative execution,Microarchitecture,Data dependency,Prototype,RISC-V,Cryptography,Data structure,Time complexity,Computation,Experiment,Software portability,Overhead (computing),Code;Computer Science;2019
Privacy Attacks to the 4G and 5G Cellular Paging Protocols Using Side Channel Information.;f6eacd8b4b275d839137d30282fb89dd86da4709;10.14722/ndss.2019.23442;Syed Rafiul Hussain,Mitziu Echeverria,Omar Chowdhury,Ninghui Li,E. Bertino;NDSS ;Paging,Mobile phone,Telephone number,Adversary (cryptography),Denial-of-service attack,Quality of service,Commodity computing,Low-power broadcasting,Password cracking;Computer Science;2019
Coconut: Threshold Issuance Selective Disclosure Credentials with Applications to Distributed Ledgers.;935d5845cbbf5dd76f7539529e14c41929418896;10.14722/ndss.2019.23272;A. Sonnino,Mustafa Al-Bassam,S. Bano,G. Danezis;NDSS ;Credential,Smart contract,Ethereum,Trusted third party,Cryptography,Turing Institute,Cryptographic primitive,Algorithmic efficiency,Confidentiality,Interoperability,Computation,Address space layout randomization,Malware,Online and offline,Full disclosure (computer security),Expectation propagation,Shard (database architecture);Computer Science;2019
Distinguishing Attacks from Legitimate Authentication Traffic at Scale.;df83171fa17fde9d151443ebbab97d91a3637b3b;10.14722/ndss.2019.23124;Cormac Herley,Stuart E. Schechter;NDSS ;Machine learning,Authentication server,Breadth-first search,Depth-first search,Malware,Login,Password,Base rate,Lockout chip,Server (computing),Stationary process,Odds algorithm;Computer Science;2019
Robust Performance Metrics for Authentication Systems.;6a9059b3dc1f670e669a6e73194dea9681a4891a;10.14722/ndss.2019.23351;Shridatt Sugrim,Can Liu,Meghan McLean,J. Lindqvist;NDSS ;Authentication,Receiver operating characteristic,Machine learning,Software performance testing,Enhanced entity–relationship model;Computer Science;2019
Total Recall: Persistence of Passwords in Android.;60c5e8e3cbd4f79296094e6479538ab83c0386c4;10.14722/ndss.2019.23180;Jaeho Lee,Ang Chen,D. Wallach;NDSS ;Password,Android,Persistence (computer science),Best practice;Computer Science;2019
How to End Password Reuse on the Web.;4c51c1764eadc6e1b9db707500a5eb1c23288d5d;10.14722/ndss.2019.23350;K. Wang,M. Reiter;NDSS ;Password manager,World Wide Web,Privacy,Statistical model,User experience,Scalability,Model checking,Mathematical optimization,Spectral leakage,Scope (computer science);Computer Science;2019
Component-Based Formal Analysis of 5G-AKA: Channel Assumptions and Session Confusion.;39c8e1b590a408872ce7a63c4eb01d03cd184529;10.14722/ndss.2019.23394;C. Cremers,Martin Dehnel-Wild;NDSS ;Race condition,Formal verification,Authentication and Key Agreement (protocol),Key-agreement protocol;Computer Science;2019
UWB with Pulse Reordering: Securing Ranging against Relay and Physical-Layer Attacks.;a110d17be79733877990b06bda89cc350a57febe;10.29007/8V3T;Mridula Singh,Patrick Leu,Srdjan Capkun;NDSS ;Ultra-wideband,Relay,Spoofing attack,Modulation,Authorization,Transmitter;Computer Science;2019
Nearby Threats: Reversing, Analyzing, and Attacking Google's 'Nearby Connections' on Android.;0523ed2117815ad673a89a618eb22c719f2c1b6e;10.14722/ndss.2019.23367;D. Antonioli,Nils Ole Tippenhauer,Kasper Bonne Rasmussen;NDSS ;Android,Reversing: Secrets of Reverse Engineering,Application programming interface,Bluetooth,Attack surface,Obfuscation (software),Man-in-the-middle attack,Network interface,Server (computing),Network packet,CMA-ES;Computer Science;2019
BadBluetooth: Breaking Android Security Mechanisms via Malicious Bluetooth Peripherals.;1789602c0f1da5cd591defa0606a409aa91a3a5f;10.14722/ndss.2019.23482;Fenghao Xu,Wenrui Diao,Zhou Li,Jiongyi Chen,Kehuan Zhang;NDSS ;Bluetooth,Android,Authentication,Internet of things,Encryption,Authorization,Raspberry Pi 3 Model B (latest version),Mobile computing,Man-in-the-middle attack,Operating system,Code injection,Pixel,Information sensitivity,Speech recognition,Low-power broadcasting,Prototype;Computer Science;2019
Understanding Open Ports in Android Applications: Discovery, Diagnosis, and Security Assessment.;0e4b5b3567c989525a72992177e23295f10a955d;10.14722/NDSS.2019.23171;Daoyuan Wu,Debin Gao,Rocky K. C. Chang,En He,E. Cheng,R. Deng;NDSS ;Android;Computer Science;2019
IoTGuard: Dynamic Enforcement of Security and Safety Policy in Commodity IoT.;4e0e35fb300d5cd256aa5211f0cfc559eedd9957;10.14722/NDSS.2019.23326;Z. B. Celik,G. Tan,P. Mcdaniel;NDSS ;Internet of things,Interaction,IFTTT,Mathematical model,Home automation,Internet access,Run time (program lifecycle phase),Emoticon,Overhead (computing);Computer Science;2019
RFDIDS: Radio Frequency-based Distributed Intrusion Detection System for the Power Grid.;fb4571c63172e09eca69bab8b45304880745ecc4;10.14722/ndss.2019.23462;Tohid Shekari,C. Bayens,Morris Cohen,L. Graber,R. Beyah;NDSS ;Intrusion detection system,Radio frequency;Computer Science;2019
A Systematic Framework to Generate Invariants for Anomaly Detection in Industrial Control Systems.;de39d8209e4848bdb9e7268080c87d7384525d11;10.14722/ndss.2019.23265;Cheng Feng,Venkata Reddy Palleti,A. Mathur,D. Chana;NDSS ;Anomaly detection,Machine learning,Data mining,Control system,Nonlinear system,Data logger,Film-type patterned retarder;Computer Science;2019
DIAT: Data Integrity Attestation for Resilient Collaboration of Autonomous Systems.;2c625bbe472db3765ef3a2406bd2f61f6230be36;10.14722/ndss.2019.23420;Tigist Abera,Raad Bahmani,Ferdinand Brasser,Ahmad Ibrahim,A. Sadeghi,M. Schunter;NDSS ;Data integrity,Autonomous robot,Embedded system,Autonomous system (Internet),Control flow,Scalability,Collaborative network,Complex systems,Authentication,Simulation,Interaction,Correctness (computer science),Real-time clock,Hoc (programming language),Trusted computing base,Cyclic redundancy check;Computer Science;2019
ICSREF: A Framework for Automated Reverse Engineering of Industrial Control Systems Binaries.;8b6a1067e9698a603edc45e06a23f10ff86d707b;10.14722/ndss.2019.23271;A. Keliris,M. Maniatakos;NDSS ;Control system,Compiler,Smartphone,Binary file,Testbed,Programming language,Computer security incident management,Programmable logic device,Reversing: Secrets of Reverse Engineering,Domain-specific language;Computer Science;2019
Balancing Image Privacy and Usability with Thumbnail-Preserving Encryption.;13291f96b591ce709f6280b69d715f806ac040ec;10.14722/NDSS.2019.23432;Kimia Tajik,A. Gunasekaran,Rhea Dutta,Brandon Ellis,R. Bobba,Mike Rosulek,C. V. Wright,W. Feng;NDSS ;Thumbnail,Usability,Privacy,Format-preserving encryption,Browsing,Ciphertext,Cloud storage,Ethernet over twisted pair,Plaintext,Cloud computing,Markov chain,Download,Prototype,Programming paradigm,Cryptography,Memory leak;Computer Science;2019
ConcurORAM: High-Throughput Stateless Parallel Multi-Client ORAM.;41498f59619e666191b824985ab9d919d2563813;10.14722/ndss.2019.23411;Anrin Chakraborti,R. Sion;NDSS ;Throughput,Parallel computing,Stateless protocol,Oblivious ram,Data structure,Server (computing),Trusted third party,Access time,Data access,Encryption,Speedup,Random-access memory,Software deployment;Computer Science;2019
Statistical Privacy for Streaming Traffic.;ec1ce15fed4dc46726e6c418b75fa87c87d26a12;10.14722/ndss.2019.23210;Xiaokuan Zhang,Jihun Hamm,M. Reiter,Yinqian Zhang;NDSS ;Differential privacy,Traffic analysis,Deep learning,Convolutional neural network,Encryption,Adversary (cryptography),Streaming media,Adversarial machine learning,Artificial neural network;Computer Science;2019
rORAM: Efficient Range ORAM with O(log2 N) Locality.;fcafffc58133048d3bcaa036373e50dd56a3f652;10.14722/ndss.2019.23320;Anrin Chakraborti,Adam J. Aviv,Seung Geol Choi,Travis Mayberry,Daniel S. Roche,R. Sion;NDSS ;Locality of reference,Video server,Communication complexity,Server (computing),File server,Coefficient,Range query (data structures),Experiment,Sequential access,Oblivious ram,Random-access memory,Randomized algorithm,Prototype,Mathematical optimization,Overhead (computing);Computer Science;2019
Private Continual Release of Real-Valued Data Streams.;c4729c9b8a8d72c00840201e6b9c542f2c0b8f7e;10.14722/NDSS.2019.23535;V. Perrier,H. Asghar,Dali Kaafar;NDSS ;Smart meter,Privacy,Image noise,Real-time data,Stream (computing),Time complexity,Real-time clock,Algorithm;Computer Science;2019
Practical Hidden Voice Attacks against Speech and Speaker Recognition Systems.;b6b483e0ff8d39ab5d5fada757b7ab43995e65bc;10.14722/ndss.2019.23362;H. Abdullah,Washington Garcia,Christian Peeters,Patrick Traynor,Kevin R. B. Butler,Joseph N. Wilson;NDSS ;Speaker recognition,Microsoft Speech API,Audio signal processing,Microphone,Application programming interface,Feature extraction,Feature vector,Adversarial machine learning,Speech recognition,Algorithm,Acoustic cryptanalysis,White box (software engineering),Microsoft Azure,Virtual private server;Computer Science,Engineering;2019
Adversarial Attacks Against Automatic Speech Recognition Systems via Psychoacoustic Hiding.;a43763e4e0e928bd2fdd7a3164b0383a38d28fab;10.14722/ndss.2019.23288;Lea Schönherr,K. Kohls,Steffen Zeiler,Thorsten Holz,D. Kolossa;NDSS ;Speech recognition,Psychoacoustics,Backpropagation,Kaldi,Computation,Acoustic cryptanalysis,Usability testing,Input method,Transcription (software);Computer Science,Engineering;2019
